Princeton University,,,,,,,
Princeton University,232,"Social Lives, Social Forces",Anthropology,ANT,Carol J. Greenhouse,N/A,
Princeton University,236,"Rituals, Songs, Stories: Oral Traditions",Anthropology,ANT,Margaret H. Beissinger,N/A,
Princeton University,250,Musical Cultures of the World,Anthropology,ANT,Noriko Manabe,N/A,
Princeton University,270,Anthropology of Mental Illness,Anthropology,ANT,Noelle Jean Mol?; Noelle Jean Molí¿ŒËŒ_,N/A,
Princeton University,301,The Ethnographer's Craft,Anthropology,ANT,Rena S. Lederman,N/A,
Princeton University,302,Gender and Latin American States,Anthropology,ANT,N/A,N/A,
Princeton University,303,Economic Experience in Cultural Context,Anthropology,ANT,N/A,N/A,
Princeton University,306,Current Issues in Anthropology: Understanding Muslim Social and Political Movements,Anthropology,ANT,Abdellah Hammoudi,N/A,
Princeton University,306,Current Issues in Anthropology: The Anthropology of Performance,Anthropology,ANT,N/A,N/A,
Princeton University,308,Forensic Anthropology,Anthropology,ANT,Janet M. Monge,N/A,
Princeton University,312,"Mind, Body, and Bioethics in Japan and B",Anthropology,ANT,Amy B. Borovoy,N/A,
Princeton University,314,The Anthropology of Development,Anthropology,ANT,Carolyn M. Rouse,N/A,
Princeton University,318,Muslim Social and Political Movements,Anthropology,ANT,Abdellah Hammoudi,N/A,
Princeton University,319,"People, Things, and Animals",Anthropology,ANT,Mischa E. Gabowitsch,N/A,
Princeton University,321,"Ritual, Myth and Worldview",Anthropology,ANT,Isabelle R. Clark-Deces,N/A,
Princeton University,322,Cross Cultural Texts,Anthropology,ANT,James A. Boon,N/A,
Princeton University,327,Moral Dilemmas of Economic Exchanges,Anthropology,ANT,Serguei A. Oushakine,N/A,
Princeton University,328,Anthropology of Human Rights,Anthropology,ANT,Natasha Zaretsky,N/A,
Princeton University,331,Dance Performance Theory and Cultural St,Anthropology,ANT,N/A,N/A,
Princeton University,333,Contemporary Chinese Society and Culture,Anthropology,ANT,Everett Y. Zhang; Jesse D. Sloane,N/A,
Princeton University,335,Medical Anthropology,Anthropology,ANT,Jo?o Biehl; Joí¿ŒËŒ_o Biehl; Noelle Jean Mol?,N/A,
Princeton University,337,Social Change in Contemporary India,Anthropology,ANT,Isabelle R. Clark-Deces,N/A,
Princeton University,342,The Anthropology of Law,Anthropology,ANT,Lawrence Rosen,N/A,
Princeton University,346,Anthropology of Sound,Anthropology,ANT,Jeffrey D. Himpele,N/A,
Princeton University,347,Anthropology of Media,Anthropology,ANT,Jeffrey D. Himpele,N/A,
