Course Title,Course ID,City,University,State,Department Code,Course URL
Intention Belief & Rationality,630,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/630-definition-and-essence/
Systems and Control,436,New Haven,Yale University,Connecticut,EENG,http://www.koofers.com/yale-university/eeng/436-systems-and-control/
Saarinen&Roche:Architctre&Powr,342,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/342-saarinen-roche-architctre-powr/
Indians&theSpanishBorderlands,370,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/370-indians-thespanishborderlands/
Master's Project,2340,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/2340-masters-project/
Discussion section,182D,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/182d-discussion-section/
Independent Study,1100,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/1100-independent-study/
Topics in YorubaLit&Culture II,672,New Haven,Yale University,Connecticut,YORU,http://www.koofers.com/yale-university/yoru/672-topics-in-yorubalit-culture-ii/
ConstImpact&LawReformLitigatn,21656,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21656-constimpact-lawreformlitigatn/
Problems/ChristianityLateAntiq,608,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/608-problems-christianitylateantiq/
Securities Regulation,20288,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20288-securities-regulation/
Ethics & International Affairs,266,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/266-ethics-international-affairs/
Developmnt &Democracy inAfrica,432,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/432-developmnt-democracy-inafrica/
EditingandPublishingWorkshop,106,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/106-editingandpublishingworkshop/
Seminar In Ice Physics,767,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/767-seminar-in-ice-physics/
"Genesis:Scripture,Interp,Lit",957,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/957-genesis-scriptureinterplit/
Arabic Paleography,844,New Haven,Yale University,Connecticut,NELC,http://www.koofers.com/yale-university/nelc/844-arabic-paleography/
Fictional Worlds,429,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/429-fictional-worlds/
Rdngs in the HistryofSexuality,712,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/712-rdngs-in-the-histryofsexuality/
Law &Econ of Corporate Control,21234,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21234-law-econ-of-corporate-control/
Non-Shakespearean Drama,599,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/599-non-shakespearean-drama/
CultureUSIntrnt'l&Trnsnt'lHist,775,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/775-cultureusintrntl-trnsntlhist/
Introductory Statistics,500,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/500-introductory-statistics/
The Book as Object 1500-1800,590,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/590-the-book-as-object-1500-1800/
GlobalizationChalleng:MidlEast,409,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/409-globalizationchalleng-midleast/
Economics of Aging,466,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/466-economics-of-aging/
Moral Values in Civil Society,312,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/312-moral-values-in-civil-society/
Civil Society and Democracy,330,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/330-civil-society-and-democracy/
Petrology and Mineralogy,220,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/220-petrology-and-mineralogy/
Advanced Japanese II,151,New Haven,Yale University,Connecticut,JAPN,http://www.koofers.com/yale-university/japn/151-advanced-japanese-ii/
Intro to Middle East Politics,481,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/481-intro-to-middle-east-politics/
FreshmanColloq:LiteraryStudies,60,New Haven,Yale University,Connecticut,LAST,http://www.koofers.com/yale-university/last/060-freshmancolloq-literarystudies/
Grammatical Relations,256,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/256-grammatical-relations/
N.T. Interpretation,501,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/501-nt-interpretation/
U.S. Climate Policy,880,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/880-us-climate-policy/
Media Freedom&InfoAccessClinic,20565,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20565-media-freedom-informaccess/
German Eccentric Realism,319,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/319-german-eccentric-realism/
Rotation: Trauma,979,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/979-rotation-trauma/
Transnational Imaginaries,648,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/648-transnational-imaginaries/
Social ScienceDev&Con:AdvRead,80157,New Haven,Yale University,Connecticut,F&ES,
Biomedical Engineering Lab,356L,New Haven,Yale University,Connecticut,BENG,http://www.koofers.com/yale-university/beng/356l-biomedical-engineering-lab/
Personality&IndividDifferences,670,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/670-personality-individdifferences/
Introductory Sanskrit II,120,New Haven,Yale University,Connecticut,SKRT,http://www.koofers.com/yale-university/skrt/120-introductory-sanskrit-ii/
Info & Incentives in Hlth Care,556,New Haven,Yale University,Connecticut,HPA,http://www.koofers.com/yale-university/hpa/556-info-incentives-in-hlth-care/
Coastal Ecosystems,713,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/713-coastal-ecosystems/
Directed Reading,480,New Haven,Yale University,Connecticut,CPSC,http://www.koofers.com/yale-university/cpsc/480-directed-reading/
Yale World Fellows Seminar,542,New Haven,Yale University,Connecticut,INRL,http://www.koofers.com/yale-university/inrl/542-yale-world-fellows-seminar/
Computer Modeling:Biomolecules,373,New Haven,Yale University,Connecticut,CSCC,http://www.koofers.com/yale-university/cscc/373-computer-modeling-biomolecules/
HistOfTraditionalChinaTo1600,421,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/421-histoftraditionalchinato1600/
Semantics: Pragmatic Models,270,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/270-topics-in-semantics-focus/
IntroMathematclMethdsOfPhysics,301,New Haven,Yale University,Connecticut,PHYS,http://www.koofers.com/yale-university/phys/301-intromathematclmethdsofphysics/
Prison Legal Services,21237,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21237-prison-legal-services/
Indians&theSpanishBorderlands,370,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/370-indians-thespanishborderlands/
Saarinen&Roche:Architctre&Powr,342,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/342-saarinen-roche-architctre-powr/
Master's Project,2340,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/2340-masters-project/
Discussion section,182D,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/182d-discussion-section/
Independent Study,1100,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/1100-independent-study/
Topics in YorubaLit&Culture II,672,New Haven,Yale University,Connecticut,YORU,http://www.koofers.com/yale-university/yoru/672-topics-in-yorubalit-culture-ii/
ConstImpact&LawReformLitigatn,21656,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21656-constimpact-lawreformlitigatn/
Problems/ChristianityLateAntiq,608,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/608-problems-christianitylateantiq/
Securities Regulation,20288,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20288-securities-regulation/
Ethics & International Affairs,266,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/266-ethics-international-affairs/
Developmnt &Democracy inAfrica,432,New Haven,Yale University,Connecticut,AFST,
EditingandPublishingWorkshop,106,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/106-editingandpublishingworkshop/
Seminar In Ice Physics,767,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/767-seminar-in-ice-physics/
"Genesis:Scripture,Interp,Lit",957,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/957-genesis-scriptureinterplit/
Arabic Paleography,844,New Haven,Yale University,Connecticut,NELC,http://www.koofers.com/yale-university/nelc/844-arabic-paleography/
Fictional Worlds,429,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/429-fictional-worlds/
Rdngs in the HistryofSexuality,712,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/712-rdngs-in-the-histryofsexuality/
Law &Econ of Corporate Control,21234,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21234-law-econ-of-corporate-control/
Non-Shakespearean Drama,599,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/599-non-shakespearean-drama/
CultureUSIntrnt'l&Trnsnt'lHist,775,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/775-cultureusintrntl-trnsntlhist/
The Book as Object 1500-1800,590,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/590-the-book-as-object-1500-1800/
Introductory Statistics,500,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/500-introductory-statistics/
Economics of Aging,466,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/466-economics-of-aging/
GlobalizationChalleng:MidlEast,409,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/409-globalizationchalleng-midleast/
Civil Society and Democracy,330,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/330-civil-society-and-democracy/
Moral Values in Civil Society,312,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/312-moral-values-in-civil-society/
Petrology and Mineralogy,220,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/220-petrology-and-mineralogy/
Advanced Japanese II,151,New Haven,Yale University,Connecticut,JAPN,http://www.koofers.com/yale-university/japn/151-advanced-japanese-ii/
Intro to Middle East Politics,481,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/481-intro-to-middle-east-politics/
FreshmanColloq:LiteraryStudies,60,New Haven,Yale University,Connecticut,LAST,
Grammatical Relations,256,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/256-grammatical-relations/
N.T. Interpretation,501,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/501-nt-interpretation/
U.S. Climate Policy,880,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/880-us-climate-policy/
Media Freedom&InfoAccessClinic,20565,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20565-media-freedom-informaccess/
German Eccentric Realism,319,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/319-german-eccentric-realism/
Rotation: Trauma,979,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/979-rotation-trauma/
Transnational Imaginaries,648,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/648-transnational-imaginaries/
Social ScienceDev&Con:AdvRead,80157,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/80157-social-sciencedev-con-advread/
Biomedical Engineering Lab,356L,New Haven,Yale University,Connecticut,BENG,http://www.koofers.com/yale-university/beng/356l-biomedical-engineering-lab/
Personality&IndividDifferences,670,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/670-personality-individdifferences/
Introductory Sanskrit II,120,New Haven,Yale University,Connecticut,SKRT,http://www.koofers.com/yale-university/skrt/120-introductory-sanskrit-ii/
Coastal Ecosystems,713,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/713-coastal-ecosystems/
Info & Incentives in Hlth Care,556,New Haven,Yale University,Connecticut,HPA,http://www.koofers.com/yale-university/hpa/556-info-incentives-in-hlth-care/
Yale World Fellows Seminar,542,New Haven,Yale University,Connecticut,INRL,http://www.koofers.com/yale-university/inrl/542-yale-world-fellows-seminar/
Directed Reading,480,New Haven,Yale University,Connecticut,CPSC,http://www.koofers.com/yale-university/cpsc/480-directed-reading/
HistOfTraditionalChinaTo1600,421,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/421-histoftraditionalchinato1600/
Computer Modeling:Biomolecules,373,New Haven,Yale University,Connecticut,CSCC,http://www.koofers.com/yale-university/cscc/373-computer-modeling-biomolecules/
IntroMathematclMethdsOfPhysics,301,New Haven,Yale University,Connecticut,PHYS,http://www.koofers.com/yale-university/phys/301-intromathematclmethdsofphysics/
Semantics: Pragmatic Models,270,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/270-topics-in-semantics-focus/
Prison Legal Services,21237,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21237-prison-legal-services/
Late Victorian Poetry & Prose,829,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/829-late-victorian-poetry-prose/
GeochemistryPetrologyMineralgy,830,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/830-geochemistrypetrologymineralgy/
Comparative Capitalism,404,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/404-comparative-capitalism/
Contemp Architect'l Theory,703,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/703-contemp-architectl-theory/
HealthPsych: ArabWorld&Africa,186,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/186-healthpsych-arabworld-africa/
